company_name,Annual Sales:,Company Type:,Corporate Family:,Corporate Highlights,D-U-N-S Number,D-U-N-S Number:,Domestic Ultimate D-U-N-S Number,EIN,Employees:,Fax:,Fiscal Year End:,Franchise,Home-Based Business,Import/Export Status,Incorporation Date,Industry:,Key ID Number:,LEI Number:,Manufacturer,Minority Owned,Owns/Rents,Parent D-U-N-S Number,Parent:,Plant/Facility Size (sq,Prescreen Score,Reporting Currency:,State Of Incorporation,Tel:,Total Assets:,Tradestyle,Ultimate Parent D-U-N-S Number,Ultimate Parent:,Women Owned,_id,address,contact,website
Golden 1 Financial Services Inc,3.2M,Private Subsidiary,23 Companies,, 090290623,09-029-0623, 086130804,,20 (This Site) 20 (All Sites),,,,,, 1985,Investment Services,121524651,,,,, 086130804,Golden 1 Credit Union,"{u' ft': {u')': u' 6,092'}}",,USD, California,916-732-2780,,, 086130804,,,5aac9b259f9f5d3e6a0eacdb,"6701 4Th Ave Ste 100
Sacramento, California, 95817-2611
United States","[[{u'position': u'Branch Sales Manager at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Cynthia Sakai', u'location': u'Sacramento, California, United States'}], [{u'position': u'Branch Manager at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Nancy Garza', u'location': u'Sacramento, California, United States'}], [{u'position': u'Strategic Development Coordinator at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Deneva Shelton', u'location': u'Sacramento, California, United States'}], [{u'position': u'Manager at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Carter Derell', u'location': u'Sacramento, California, United States'}], [{u'position': u'Manager at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'David Tully', u'location': u'Sacramento, California, United States'}], [{u'position': u'Bsa Compliance Specialist Ii at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Rhiannon Meyers', u'location': u'Sacramento, California, United States'}], [{u'position': u'Financial Analyst at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Elizabeth Wallis', u'location': u'Sacramento, California, United States'}], [{u'position': u'Graphic Designer at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Jason Weller', u'location': u'Sacramento, California, United States'}], [{u'position': u'Sales Training Lead at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Jose Alvarez', u'location': u'Sacramento, California, United States'}], [{u'position': u'Branch Lead at Golden 1 Financial Services Inc', u'industry': u'Investment Services', u'Main': u' 916-732-2780', u'name': u'Amber Mosier', u'location': u'Sacramento, California, United States'}]]",
Princeton Solutions Group Inc,1.1M,Private Independent,,, 143789647,14-378-9647,, 680425930,20 (This Site) 20 (All Sites),,,,,, 1999,Computer Programming,139842724,,,,,,,"{u' ft': {u')': u' 3,719'}}",,USD, California,916-503-3187,,,,,,5aac9b429f9f5d3e6a0eacdc,"1215 K St Fl 17
Sacramento, California, 95814-3954
United States","[[{u'position': u'President at Princeton Solutions Group Inc', u'industry': u'Computer Programming', u'Main': u' 916-503-3187', u'name': u'Michael Fogarty', u'location': u'Sacramento, California, United States'}]]",www.princeton-solutions.com
Capitol Weekly Corporation,649k,Private Independent,,, 786765123,78-676-5123,, 680150689,20 (This Site) 20 (All Sites),916-444-1731,,,,, 1993,Computer Programming,100235548,, True,,,,,"{u' ft': {u')': u' 5,326'}}",,USD,,916-444-7665,501k,,,,,5aac9b5d9f9f5d3e6a0eacdd,"3473 Swallows Nest Ln
Sacramento, California, 95833-9613
United States
(Primary Address) Show Secondary","[[{u'position': u'Publisher / President at Capitol Weekly Corporation', u'industry': u'Computer Programming', u'Main': u' 916-444-7665', u'name': u'Arnold York', u'location': u'Sacramento, California, United States'}], [{u'position': u'Account Manager at Capitol Weekly Corporation', u'industry': u'Computer Programming', u'Main': u' 916-444-7665', u'name': u'Debra Huskison', u'location': u'Sacramento, California, United States'}], [{u'position': u'Project Coordinator at Capitol Weekly Corporation', u'industry': u'Computer Programming', u'Main': u' 916-444-7665', u'name': u'Anthony York', u'location': u'Sacramento, California, United States'}], [{u'position': u'Advertising Sales Representative at Capitol Weekly Corporation', u'industry': u'Computer Programming', u'Main': u' 916-444-7665', u'name': u'Michelle Tyler', u'location': u'Sacramento, California, United States'}]]",www.capitolweekly.net
"Firebright, Inc",1.2M,Private Independent,,, 162884337,16-288-4337,,,18 (This Site) 18 (All Sites),,,,,, 2005,Computer Programming,192068317,,,,,,,"{u' ft': {u')': u' 5,117'}}",,USD, Delaware,866-347-3274,,,,,,5aac9b789f9f5d3e6a0eacde,"4761 Windsong St
Sacramento, California, 95834-2503
United States",,
"Champ Systems, Incorporated",4M,Private Independent,,, 098090996,09-809-0996,, 942560442,17 (This Site) 17 (All Sites),916-424-3844,,,,, 1979,Computer Programming,370810,,,,,,,"{u' ft': {u')': u' 5,454'}}",,USD, California,916-424-4066,402k,,,,,5aac9b919f9f5d3e6a0eacdf,"6060 Freeport Blvd
Sacramento, California, 95822-3508
United States","[[{u'name': u'Norman Champ', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'President at Champ Systems, Incorporated', u'Main': u' 916-424-4066', u'Email': u' normc@champsystems.com'}], [{u'name': u'Di Reiff', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Controller at Champ Systems, Incorporated', u'Main': u' 916-424-4066', u'Email': u' dreiff@champsystems.com'}], [{u'name': u'Joanne Champ', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Treasurer at Champ Systems, Incorporated', u'Main': u' 916-424-4066', u'Email': u' joannec@champsystems.com'}], [{u'name': u'Rob Zarzana', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Manager at Champ Systems, Incorporated', u'Main': u' 916-424-4066', u'Email': u' robz@champsystems.com'}], [{u'name': u'Kyle Kumasaki', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Systems Analyst at Champ Systems, Incorporated', u'Main': u' 916-424-4066', u'Email': u' kylek@champsystems.com'}], [{u'name': u'Denise Maglinte', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Senior Systems Analyst at Champ Systems, Incorporated', u'Main': u' 916-424-4066', u'Email': u' denisem@champsystems.com'}], [{u'name': u'Doug Warner', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Systems Analyst at Champ Systems, Incorporated', u'Main': u' 916-424-4066', u'Email': u' dougw@champsystems.com'}], [{u'position': u'Senior Analyst at Champ Systems, Incorporated', u'industry': u'Computer Programming', u'Main': u' 916-424-4066', u'name': u'Denise Faller', u'location': u'Sacramento, California, United States'}], [{u'position': u'Analyst at Champ Systems, Incorporated', u'industry': u'Computer Programming', u'Main': u' 916-424-4066', u'name': u'Calvin Fan', u'location': u'Sacramento, California, United States'}]]",www.champsystems.com
Foord Van Bruggen & Ebersole,2.4M,Private Independent,,, 842536567,84-253-6567,, 680157787,16 (This Site) 16 (All Sites),916-487-4588,,,,, 1986,Investment Services,49354522,,,, Rents,,,"{u' ft': {u')': u' 4,000'}}",,USD, California,916-487-8700,,,,,,5aac9bb09f9f5d3e6a0eace0,"2255 Watt Ave Ste 300
Sacramento, California, 95825-0576
United States","[[{u'name': u'Chuck Ebersole', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'President at Foord Van Bruggen & Ebersole', u'Main': u' 916-487-8700', u'Email': u' chuck@fvbe.info'}], [{u'name': u'Lina Fat', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Principal at Foord Van Bruggen & Ebersole', u'Main': u' 916-487-8700', u'Email': u' lfat@fvbe.info'}], [{u'position': u'PARTNER at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Mike Metzger', u'location': u'Sacramento, California, United States'}], [{u'position': u'Partner at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Carol Van Bruggen', u'location': u'Sacramento, California, United States'}], [{u'position': u'Branch Manager at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Lynnis Mullins', u'location': u'Sacramento, California, United States'}], [{u'position': u'Office Manager at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Lana Hurd', u'location': u'Sacramento, California, United States'}], [{u'position': u'Investment Manager at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Bonnie Nelson', u'location': u'Sacramento, California, United States'}], [{u'position': u'Client Manager at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Wendy Hunsaker', u'location': u'Sacramento, California, United States'}], [{u'position': u'Agent at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Daniel Cheng', u'location': u'Sacramento, California, United States'}], [{u'position': u'Registered Assistant at Foord Van Bruggen & Ebersole', u'industry': u'Investment Services', u'Main': u' 916-487-8700', u'name': u'Kathy Bazzocco', u'location': u'Sacramento, California, United States'}]]",www.fvbe.info
Pappas Investments,2.1M,Private Independent,,, 019149726,01-914-9726,,,16 (This Site) 16 (All Sites),,,,,, 2008,Investment Services,176979032,,,, Rents,,,"{u' ft': {u')': u' 3,526'}}",,USD,,916-447-7100,,,,,,5aac9bce9f9f5d3e6a0eace1,"555 University Ave Ste 200
Sacramento, California, 95825-6585
United States","[[{u'position': u'Principal at Pappas Investments', u'industry': u'Investment Services', u'Main': u' 916-447-7100', u'name': u'John Pappas', u'location': u'Sacramento, California, United States'}]]",www.pappasinvestments.com
"Guest Innovations, Inc.",1M,Private Independent,,, 079695160,07-969-5160,,,15 (This Site) 15 (All Sites),,,,,, 2015,Computer Programming,184435718,,,,,,,"{u' ft': {u')': u' 4,774'}}",,USD,,530-298-7219,,,,,,5aac9be99f9f5d3e6a0eace2,"2150 River Plaza Dr Ste 100
Sacramento, California, 95833-3880
United States","[[{u'name': u'Paul Katsch', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Chief Executive Officer at Guest Innovations, Inc.', u'Main': u' 530-298-7219', u'Email': u' pkatsch@guestinnovations.com'}], [{u'name': u'Theron Luhn', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Chief Technology Officer at Guest Innovations, Inc.', u'Main': u' 530-298-7219', u'Email': u' tluhn@guestinnovations.com'}], [{u'name': u'Sophia Salaber', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Graphic Designer at Guest Innovations, Inc.', u'Main': u' 530-298-7219', u'Email': u' ssalaber@guestinnovations.com'}], [{u'name': u'Adam Voliva', u'industry': u'Computer Programming', u'location': u'Sacramento, California, United States', u'position': u'Web Developer at Guest Innovations, Inc.', u'Main': u' 530-298-7219', u'Email': u' avoliva@guestinnovations.com'}]]",www.rezku.com
Delta Valley AG LLC,438k,Private Independent,,, 080196808,08-019-6808,,,15 (This Site) 15 (All Sites),,,,,, 2016,Computer Programming,191194306,,,,,,,"{u' ft': {u')': u' 4,774'}}",,USD,,916-913-9129,," AgLoads, Quick.Farm",,,,5aac9c0e9f9f5d3e6a0eace3,"1104 Corporate Way
Sacramento, California, 95831-3875
United States",,
Datasearch Inc,1.3M,Private Independent,,, 065019945,06-501-9945,, 941727087,15 (This Site) 15 (All Sites),,,,,, 1972,Internet and Web Services,97265796,,,,,,,"{u' ft': {u')': u' 5,500'}}",,USD, California,916-641-6316,2M,,,,,5aac9c279f9f5d3e6a0eace4,"1601 Response Rd Ste 390
Sacramento, California, 95815-5260
United States
(Primary Address) Show Secondary",,
"Topdevz, LLC",548k,Private Parent,2 Companies,, 080764795,08-076-4795,,,2 (This Site) 15 (All Sites),,,,,, 2017,Computer Programming,263238220,,,, Rents,,,"{u' ft': {u')': u' 1,495'}}",,USD,,916-573-6615,,,,,,5aac9c409f9f5d3e6a0eace5,"1400 S St
Sacramento, California, 95811-7130
United States","[[{u'position': u'Chief Operating Officer at Topdevz, LLC', u'industry': u'Computer Programming', u'Main': u' 916-573-6615', u'name': u""Paul O'Donnell"", u'location': u'Sacramento, California, United States'}], [{u'position': u'ADM Manager at Topdevz, LLC', u'industry': u'Computer Programming', u'Main': u' 916-573-6615', u'name': u'Siarra Wood', u'location': u'Sacramento, California, United States'}]]",www.topdevz.com
Platinum Advisors,3.4M,Private Parent,2 Companies,, 072617132,07-261-7132,,,14 (This Site) 14 (All Sites),916-443-8913,,,,, 1999,Investment Services,99725162,,,, Rents,,,"{u' ft': {u')': u' 3,486'}}",,USD, California,916-443-8891,,,,,,5aac9c5d9f9f5d3e6a0eace6,"1215 K St Ste 1150
Sacramento, California, 95814-3955
United States","[[{u'name': u'Chris Gruwell', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Co-Owner at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' cgruwell@platinumadvisors.com'}], [{u'name': u'Tim Lynch', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Washington, Deputy Chief. Sacramento San Francisco Los Angeles at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' tfl@platinumadvisors.com'}], [{u'name': u'Jacquelyn Bickle', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Executive Assistant Platinum Advisors at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' jnb@platinumadvisors.com'}], [{u'position': u'Controller at Platinum Advisors', u'industry': u'Investment Services', u'Main': u' 916-443-8891', u'name': u""David D'Amico"", u'location': u'Sacramento, California, United States'}], [{u'name': u'Charles Fina', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Close Charles Fina Financial Controller at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' cwf@platinumadvisors.com'}], [{u'position': u'H R Director at Platinum Advisors', u'industry': u'Investment Services', u'Main': u' 916-443-8891', u'name': u'Kriste Perez', u'location': u'Sacramento, California, United States'}], [{u'position': u'Account Manager at Platinum Advisors', u'industry': u'Investment Services', u'Main': u' 916-443-8891', u'name': u'Laura Kirk', u'location': u'Sacramento, California, United States'}], [{u'name': u'Brett Granlund', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Lobbyist at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' bjg@platinumadvisors.com'}], [{u'name': u'Brian Lungren', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Lobbyist at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' bfl@platinumadvisors.com'}], [{u'position': u'Close Beau Biller at Platinum Advisors', u'industry': u'Investment Services', u'Main': u' 916-443-8891', u'name': u'Beau Biller', u'location': u'Sacramento, California, United States'}], [{u'name': u'Joseph Devine', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Close Joseph Devine at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' jpd@platinumadvisors.com'}], [{u'name': u'Holly Fraumeni', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Close Holly Fraumeni at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' hcf@platinumadvisors.com'}], [{u'name': u'Amy Jenkins', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Close Amy Jenkins at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' asj@platinumadvisors.com'}], [{u'name': u'Mandy Lee', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Close Mandy Lee at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' myl@platinumadvisors.com'}], [{u'name': u'Danny Offer', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Close Danny Offer Legislative Aide at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' dpo@platinumadvisors.com'}], [{u'name': u'Steve Wallauch', u'industry': u'Investment Services', u'location': u'Sacramento, California, United States', u'position': u'Close Steven Wallauch at Platinum Advisors', u'Main': u' 916-443-8891', u'Email': u' stw@platinumadvisors.com'}]]",www.platinumadvisors.com
